Date,Open,High,Low,Close,Adj Close,Volume
2016-09-19,106.029999,106.029999,106.029999,106.029999,106.029999,0
2016-09-20,106.419998,106.419998,106.419998,106.419998,106.419998,0
2016-09-21,108.550003,108.550003,108.550003,108.550003,108.550003,0
2016-09-22,110.239998,110.239998,110.239998,110.239998,110.239998,0
2016-09-23,108.779999,108.779999,108.779999,108.779999,108.779999,0
2016-09-26,106.900002,106.900002,106.900002,106.900002,106.900002,0
2016-09-27,109.070000,109.070000,109.070000,109.070000,109.070000,0
2016-09-28,109.449997,109.449997,109.449997,109.449997,109.449997,0
2016-09-29,107.800003,107.800003,107.800003,107.800003,107.800003,0
2016-09-30,109.449997,109.449997,109.449997,109.449997,109.449997,0
2016-10-03,109.099998,109.099998,109.099998,109.099998,109.099998,0
2016-10-04,108.769997,108.769997,108.769997,108.769997,108.769997,0
2016-10-05,109.570000,109.570000,109.570000,109.570000,109.570000,0
2016-10-06,109.410004,109.410004,109.410004,109.410004,109.410004,0
2016-10-07,108.959999,108.959999,108.959999,108.959999,108.959999,0
2016-10-10,110.269997,110.269997,110.269997,110.269997,110.269997,0
2016-10-11,110.269997,110.269997,110.269997,110.269997,110.269997,0
2016-10-12,106.910004,106.910004,106.910004,106.910004,106.910004,0
2016-10-13,106.160004,106.160004,106.160004,106.160004,106.160004,0
2016-10-14,106.400002,106.400002,106.400002,106.400002,106.400002,0
2016-10-17,105.820000,105.820000,105.820000,105.820000,105.820000,0
2016-10-18,107.709999,107.709999,107.709999,107.709999,107.709999,0
2016-10-19,107.589996,107.589996,107.589996,107.589996,107.589996,0
2016-10-20,107.389999,107.389999,107.389999,107.389999,107.389999,0
2016-10-21,108.220001,108.220001,108.220001,108.220001,108.220001,0
2016-10-24,110.800003,110.800003,110.800003,110.800003,110.800003,0
2016-10-25,109.980003,109.980003,109.980003,109.980003,109.980003,0
2016-10-26,108.559998,108.559998,108.559998,108.559998,108.559998,0
2016-10-27,107.500000,107.500000,107.500000,107.500000,107.500000,0
2016-10-28,106.120003,106.120003,106.120003,106.120003,106.120003,0
2016-10-31,105.910004,105.910004,105.910004,105.910004,105.910004,0
2016-11-01,104.360001,104.360001,104.360001,104.360001,104.360001,0
2016-11-02,102.629997,102.629997,102.629997,102.629997,102.629997,0
2016-11-03,100.690002,100.690002,100.690002,100.690002,100.690002,0
2016-11-04,99.910004,99.910004,99.910004,99.910004,99.910004,0
2016-11-07,104.720001,104.720001,104.720001,104.720001,104.720001,0
2016-11-08,106.080002,106.080002,106.080002,106.080002,106.080002,0
2016-11-09,106.980003,106.980003,106.980003,106.980003,106.980003,0
2016-11-10,103.510002,103.510002,103.510002,103.510002,103.510002,0
2016-11-11,103.690002,103.690002,103.690002,103.690002,103.690002,0
2016-11-14,101.529999,101.529999,101.529999,101.529999,101.529999,0
2016-11-15,104.370003,104.370003,104.370003,104.370003,104.370003,0
2016-11-16,105.589996,105.589996,105.589996,105.589996,105.589996,0
2016-11-17,107.099998,107.099998,107.099998,107.099998,107.099998,0
2016-11-18,106.279999,106.279999,106.279999,106.279999,106.279999,0
2016-11-21,108.510002,108.510002,108.510002,108.510002,108.510002,0
2016-11-22,109.169998,109.169998,109.169998,109.169998,109.169998,0
2016-11-23,108.269997,108.269997,108.269997,108.269997,108.269997,0
2016-11-25,108.970001,108.970001,108.970001,108.970001,108.970001,0
2016-11-28,108.419998,108.419998,108.419998,108.419998,108.419998,0
2016-11-29,109.139999,109.139999,109.139999,109.139999,109.139999,0
2016-11-30,106.400002,106.400002,106.400002,106.400002,106.400002,0
2016-12-01,102.919998,102.919998,102.919998,102.919998,102.919998,0
2016-12-02,103.180000,103.180000,103.180000,103.180000,103.180000,0
2016-12-05,104.830002,104.830002,104.830002,104.830002,104.830002,0
2016-12-06,105.290001,105.290001,105.290001,105.290001,105.290001,0
2016-12-07,108.050003,108.050003,108.050003,108.050003,108.050003,0
2016-12-08,108.379997,108.379997,108.379997,108.379997,108.379997,0
2016-12-09,110.019997,110.019997,110.019997,110.019997,110.019997,0
2016-12-12,109.019997,109.019997,109.019997,109.019997,109.019997,0
2016-12-13,111.790001,111.790001,111.790001,111.790001,111.790001,0
2016-12-14,111.180000,111.180000,111.180000,111.180000,111.180000,0
2016-12-15,111.680000,111.680000,111.680000,111.680000,111.680000,0
2016-12-16,110.830002,110.830002,110.830002,110.830002,110.830002,0
2016-12-19,111.720001,111.720001,111.720001,111.720001,111.720001,0
2016-12-20,112.570000,112.570000,112.570000,112.570000,112.570000,0
2016-12-21,112.349998,112.349998,112.349998,112.349998,112.349998,0
2016-12-22,111.680000,111.680000,111.680000,111.680000,111.680000,0
2016-12-23,111.900002,111.900002,111.900002,111.900002,111.900002,0
2016-12-27,113.019997,113.019997,113.019997,113.019997,113.019997,0
2016-12-28,111.230003,111.230003,111.230003,111.230003,111.230003,0
2016-12-29,110.870003,110.870003,110.870003,110.870003,110.870003,0
2016-12-30,108.470001,108.470001,108.470001,108.470001,108.470001,0
2017-01-03,110.500000,110.500000,110.500000,110.500000,110.500000,0
2017-01-04,111.690002,111.690002,111.690002,111.690002,111.690002,0
2017-01-05,112.940002,112.940002,112.940002,112.940002,112.940002,0
2017-01-06,114.860001,114.860001,114.860001,114.860001,114.860001,0
2017-01-09,115.639999,115.639999,115.639999,115.639999,115.639999,0
2017-01-10,116.120003,116.120003,116.120003,116.120003,116.120003,0
2017-01-11,116.779999,116.779999,116.779999,116.779999,116.779999,0
2017-01-12,116.379997,116.379997,116.379997,116.379997,116.379997,0
2017-01-13,117.199997,117.199997,117.199997,117.199997,117.199997,0
2017-01-17,116.470001,116.470001,116.470001,116.470001,116.470001,0
2017-01-18,116.970001,116.970001,116.970001,116.970001,116.970001,0
2017-01-19,116.769997,116.769997,116.769997,116.769997,116.769997,0
2017-01-20,117.300003,117.300003,117.300003,117.300003,117.300003,0
2017-01-23,117.410004,117.410004,117.410004,117.410004,117.410004,0
2017-01-24,119.010002,119.010002,119.010002,119.010002,119.010002,0
2017-01-25,121.360001,121.360001,121.360001,121.360001,121.360001,0
2017-01-26,121.610001,121.610001,121.610001,121.610001,121.610001,0
2017-01-27,122.120003,122.120003,122.120003,122.120003,122.120003,0
2017-01-30,120.260002,120.260002,120.260002,120.260002,120.260002,0
2017-01-31,119.690002,119.690002,119.690002,119.690002,119.690002,0
2017-02-01,121.349998,121.349998,121.349998,121.349998,121.349998,0
2017-02-02,121.110001,121.110001,121.110001,121.110001,121.110001,0
2017-02-03,121.800003,121.800003,121.800003,121.800003,121.800003,0
2017-02-06,122.059998,122.059998,122.059998,122.059998,122.059998,0
2017-02-07,122.910004,122.910004,122.910004,122.910004,122.910004,0
2017-02-08,123.379997,123.379997,123.379997,123.379997,123.379997,0
2017-02-09,124.250000,124.250000,124.250000,124.250000,124.250000,0
2017-02-10,124.959999,124.959999,124.959999,124.959999,124.959999,0
2017-02-13,126.410004,126.410004,126.410004,126.410004,126.410004,0
2017-02-14,127.230003,127.230003,127.230003,127.230003,127.230003,0
2017-02-15,128.729996,128.729996,128.729996,128.729996,128.729996,0
2017-02-16,128.639999,128.639999,128.639999,128.639999,128.639999,0
2017-02-17,129.789993,129.789993,129.789993,129.789993,129.789993,0
2017-02-21,131.020004,131.020004,131.020004,131.020004,131.020004,0
2017-02-22,131.089996,131.089996,131.089996,131.089996,131.089996,0
2017-02-23,130.110001,130.110001,130.110001,130.110001,130.110001,0
2017-02-24,130.630005,130.630005,130.630005,130.630005,130.630005,0
2017-02-27,130.860001,130.860001,130.860001,130.860001,130.860001,0
2017-02-28,130.020004,130.020004,130.020004,130.020004,130.020004,0
2017-03-01,132.960007,132.960007,132.960007,132.960007,132.960007,0
2017-03-02,131.589996,131.589996,131.589996,131.589996,131.589996,0
2017-03-03,132.080002,132.080002,132.080002,132.080002,132.080002,0
2017-03-06,131.410004,131.410004,131.410004,131.410004,131.410004,0
2017-03-07,130.960007,130.960007,130.960007,130.960007,130.960007,0
2017-03-08,131.389999,131.389999,131.389999,131.389999,131.389999,0
2017-03-09,131.580002,131.580002,131.580002,131.580002,131.580002,0
2017-03-10,132.649994,132.649994,132.649994,132.649994,132.649994,0
2017-03-13,133.059998,133.059998,133.059998,133.059998,133.059998,0
2017-03-14,132.449997,132.449997,132.449997,132.449997,132.449997,0
2017-03-15,134.100006,134.100006,134.100006,134.100006,134.100006,0
2017-03-16,133.899994,133.899994,133.899994,133.899994,133.899994,0
2017-03-17,133.740005,133.740005,133.740005,133.740005,133.740005,0
2017-03-20,133.940002,133.940002,133.940002,133.940002,133.940002,0
2017-03-21,129.919998,129.919998,129.919998,129.919998,129.919998,0
2017-03-22,131.619995,131.619995,131.619995,131.619995,131.619995,0
2017-03-23,130.990005,130.990005,130.990005,130.990005,130.990005,0
2017-03-24,131.440002,131.440002,131.440002,131.440002,131.440002,0
2017-03-27,131.880005,131.880005,131.880005,131.880005,131.880005,0
2017-03-28,133.490005,133.490005,133.490005,133.490005,133.490005,0
2017-03-29,134.660004,134.660004,134.660004,134.660004,134.660004,0
2017-03-30,135.110001,135.110001,135.110001,135.110001,135.110001,0
2017-03-31,134.919998,134.919998,134.919998,134.919998,134.919998,0
2017-04-03,134.710007,134.710007,134.710007,134.710007,134.710007,0
2017-04-04,135.160004,135.160004,135.160004,135.160004,135.160004,0
2017-04-05,134.059998,134.059998,134.059998,134.059998,134.059998,0
2017-04-06,134.169998,134.169998,134.169998,134.169998,134.169998,0
2017-04-07,134.020004,134.020004,134.020004,134.020004,134.020004,0
2017-04-10,134.139999,134.139999,134.139999,134.139999,134.139999,0
2017-04-11,132.970001,132.970001,132.970001,132.970001,132.970001,0
2017-04-12,131.889999,131.889999,131.889999,131.889999,131.889999,0
2017-04-13,130.759995,130.759995,130.759995,130.759995,130.759995,0
2017-04-17,132.929993,132.929993,132.929993,132.929993,132.929993,0
2017-04-18,132.539993,132.539993,132.539993,132.539993,132.539993,0
2017-04-19,132.929993,132.929993,132.929993,132.929993,132.929993,0
2017-04-20,135.089996,135.089996,135.089996,135.089996,135.089996,0
2017-04-21,135.009995,135.009995,135.009995,135.009995,135.009995,0
2017-04-24,138.240005,138.240005,138.240005,138.240005,138.240005,0
2017-04-25,140.250000,140.250000,140.250000,140.250000,140.250000,0
2017-04-26,139.869995,139.869995,139.869995,139.869995,139.869995,0
2017-04-27,141.440002,141.440002,141.440002,141.440002,141.440002,0
2017-04-28,142.009995,142.009995,142.009995,142.009995,142.009995,0
2017-05-01,144.369995,144.369995,144.369995,144.369995,144.369995,0
2017-05-02,145.029999,145.029999,145.029999,145.029999,145.029999,0
2017-05-03,144.100006,144.100006,144.100006,144.100006,144.100006,0
2017-05-04,144.160004,144.160004,144.160004,144.160004,144.160004,0
2017-05-05,145.179993,145.179993,145.179993,145.179993,145.179993,0
2017-05-08,145.800003,145.800003,145.800003,145.800003,145.800003,0
2017-05-09,146.800003,146.800003,146.800003,146.800003,146.800003,0
2017-05-10,146.970001,146.970001,146.970001,146.970001,146.970001,0
2017-05-11,146.720001,146.720001,146.720001,146.720001,146.720001,0
2017-05-12,147.369995,147.369995,147.369995,147.369995,147.369995,0
2017-05-15,148.279999,148.279999,148.279999,148.279999,148.279999,0
2017-05-16,149.470001,149.470001,149.470001,149.470001,149.470001,0
2017-05-17,141.949997,141.949997,141.949997,141.949997,141.949997,0
2017-05-18,144.309998,144.309998,144.309998,144.309998,144.309998,0
2017-05-19,145.570007,145.570007,145.570007,145.570007,145.570007,0
2017-05-22,147.990005,147.990005,147.990005,147.990005,147.990005,0
2017-05-23,148.220001,148.220001,148.220001,148.220001,148.220001,0
2017-05-24,149.589996,149.589996,149.589996,149.589996,149.589996,0
2017-05-25,152.089996,152.089996,152.089996,152.089996,152.089996,0
2017-05-26,152.639999,152.639999,152.639999,152.639999,152.639999,0
2017-05-30,152.899994,152.899994,152.899994,152.899994,152.899994,0
2017-05-31,152.630005,152.630005,152.630005,152.630005,152.630005,0
2017-06-01,154.000000,154.000000,154.000000,154.000000,154.000000,0
2017-06-02,157.449997,157.449997,157.449997,157.449997,157.449997,0
2017-06-05,157.270004,157.270004,157.270004,157.270004,157.270004,0
2017-06-06,156.080002,156.080002,156.080002,156.080002,156.080002,0
2017-06-07,157.240005,157.240005,157.240005,157.240005,157.240005,0
2017-06-08,157.610001,157.610001,157.610001,157.610001,157.610001,0
2017-06-09,149.850006,149.850006,149.850006,149.850006,149.850006,0
2017-06-12,148.100006,148.100006,148.100006,148.100006,148.100006,0
2017-06-13,150.389999,150.389999,150.389999,150.389999,150.389999,0
2017-06-14,149.100006,149.100006,149.100006,149.100006,149.100006,0
2017-06-15,147.750000,147.750000,147.750000,147.750000,147.750000,0
2017-06-16,146.639999,146.639999,146.639999,146.639999,146.639999,0
2017-06-19,151.350006,151.350006,151.350006,151.350006,151.350006,0
2017-06-20,148.940002,148.940002,148.940002,148.940002,148.940002,0
2017-06-21,151.839996,151.839996,151.839996,151.839996,151.839996,0
2017-06-22,151.710007,151.710007,151.710007,151.710007,151.710007,0
2017-06-23,152.899994,152.899994,152.899994,152.899994,152.899994,0
2017-06-26,151.490005,151.490005,151.490005,151.490005,151.490005,0
2017-06-27,145.929993,145.929993,145.929993,145.929993,145.929993,0
2017-06-28,150.130005,150.130005,150.130005,150.130005,150.130005,0
2017-06-29,144.889999,144.889999,144.889999,144.889999,144.889999,0
2017-06-30,144.690002,144.690002,144.690002,144.690002,144.690002,0
2017-07-03,141.919998,141.919998,141.919998,141.919998,141.919998,0
2017-07-05,144.630005,144.630005,144.630005,144.630005,144.630005,0
2017-07-06,142.009995,142.009995,142.009995,142.009995,142.009995,0
2017-07-07,145.000000,145.000000,145.000000,145.000000,145.000000,0
2017-07-10,146.880005,146.880005,146.880005,146.880005,146.880005,0
2017-07-11,147.679993,147.679993,147.679993,147.679993,147.679993,0
2017-07-12,151.220001,151.220001,151.220001,151.220001,151.220001,0
2017-07-13,151.919998,151.919998,151.919998,151.919998,151.919998,0
